time,field,skynoise,zp,rcid,band,programid,ra,dec,i,j,ra_quad,dec_quad,healpixID
2458471.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458473.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458475.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458477.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458479.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458481.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458483.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458485.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458487.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458489.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458491.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458493.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458495.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458497.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458499.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458501.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458503.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458505.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458507.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458509.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458511.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458513.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458515.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458517.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458519.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458521.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458523.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458525.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458527.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458529.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458531.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458533.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458535.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458537.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458539.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458541.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458543.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458545.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458547.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458549.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458551.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458553.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458555.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458557.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458559.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458561.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458563.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458565.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458567.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458569.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458571.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458573.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458575.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458577.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458579.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458581.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458583.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458585.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458587.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458589.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458591.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458593.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458595.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458597.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458599.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458601.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458603.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458605.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458607.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458609.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458611.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458613.0,401,30.692339655985883,26.275,45,ztfg,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458435.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458437.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458439.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458441.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458443.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458445.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458447.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458449.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458451.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458453.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458455.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458457.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458459.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458461.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458463.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458465.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458467.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458469.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458471.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458473.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458475.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458477.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458479.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458481.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458483.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458485.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458487.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458489.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458491.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458493.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458495.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458497.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458499.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458501.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458503.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458505.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458507.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458509.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458511.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458513.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458515.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458517.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458519.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458521.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458523.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458525.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458527.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458529.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458531.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458533.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458535.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458537.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458539.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458541.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458543.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458545.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458547.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458549.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458551.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458553.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458555.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458557.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458559.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458561.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458563.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458565.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458567.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458569.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458571.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458573.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458575.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458577.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458579.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458581.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458583.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458585.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458587.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458589.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458591.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458593.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458595.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458597.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458599.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458601.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458603.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458605.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458607.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458609.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458611.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458613.01,401,35.56558820077846,26.325,45,ztfr,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458435.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458439.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458443.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458447.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458451.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458455.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458459.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458463.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458467.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458471.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458475.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458479.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458483.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458487.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458491.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458495.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458499.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458503.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458507.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458511.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458515.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458519.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458523.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458527.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458531.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458535.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458539.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458543.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458547.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458551.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458555.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458559.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458563.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458567.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458571.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458575.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458579.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458583.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458587.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
2458591.02,401,33.49885752052873,25.66,45,ztfi,1.0,33.398438,-1.193748,0,-1.0,33.706826,-1.377433,70905
